SongID,Performer,Song,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_album,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre,genre_larger
ShiftworkKenny Chesney Duet With George Strait,Kenny Chesney Duet With George Strait,Shiftwork,[],1JtYfT7sJF3jojvLo1Vl7c,https://p.scdn.co/mp3-preview/de71466d4d5b23ef3308d8c428f27f0361882015?cid=b8d3901151d34489a160e3cf0ab1fa94,Just Who I Am: Poets & Pirates,False,269506.0,40.0,0.847,0.576,0.0,-9.199,1.0,0.0359,0.0922,0.00331,0.0373,0.882,128.992,4.0,,
Tell MeDiddy Featuring Christina Aguilera,Diddy Featuring Christina Aguilera,Tell Me,"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap']",7aRNccA1RsVl7lD7steC5N,https://p.scdn.co/mp3-preview/64d96a2b7915a1892ecc2e084192fd73a147e10d?cid=b8d3901151d34489a160e3cf0ab1fa94,Press Play,True,246146.0,51.0,0.548,0.938,8.0,-4.97,1.0,0.279,0.235,0.0,0.531,0.334,98.868,4.0,dance pop,pop
Running AwayHoobastank,Hoobastank,Running Away,"['alternative metal', 'funk metal', 'nu metal', 'pop rock', 'post-grunge']",658FEXDknBDQDPBNN9Mhy6,,Hoobastank (Expanded Edition),False,178440.0,51.0,0.608,0.801,9.0,-5.452,0.0,0.0376,0.0011,8.11e-06,0.223,0.544,100.25,3.0,pop rock,rock
Perfect SituationWeezer,Weezer,Perfect Situation,"['alternative rock', 'modern rock', 'permanent wave', 'pop rock', 'post-grunge', 'rock']",1D7UBHqaPWDbBHs2S5YXge,,Make Believe,False,254333.0,56.0,0.47,0.806,6.0,-4.1,1.0,0.0328,0.0271,0.000142,0.2,0.403,93.853,4.0,pop rock,rock
A Little Too LateToby Keith,Toby Keith,A Little Too Late,"['contemporary country', 'country', 'country road', 'oklahoma country']",5djhyxT7ZIzM1rP2XE2ygb,,Toby Keith 35 Biggest Hits,False,248040.0,40.0,0.408,0.752,11.0,-5.725,1.0,0.0478,0.188,3.92e-05,0.141,0.604,201.713,4.0,country,country
Pirate FlagKenny Chesney,Kenny Chesney,Pirate Flag,"['contemporary country', 'country', 'country road']",1RfPA6mxhOvc5dVK9MHReF,https://p.scdn.co/mp3-preview/55c55eb478bf59cfba7e5935ef8a764d42df68ab?cid=b8d3901151d34489a160e3cf0ab1fa94,Life on a Rock,False,225426.0,57.0,0.559,0.795,7.0,-6.255,1.0,0.052,0.0787,4.83e-06,0.102,0.553,160.039,4.0,country,country
That's What She Gets For Loving MeBrooks & Dunn,Brooks & Dunn,That's What She Gets For Loving Me,"['contemporary country', 'country', 'country road', 'country rock']",1BsW6G8T2QhG5RYykq58AF,https://p.scdn.co/mp3-preview/5770cdf37a7b1656a4a595be7d81ef9f2fa659ad?cid=b8d3901151d34489a160e3cf0ab1fa94,The Greatest Hits Collection II,False,173760.0,35.0,0.635,0.572,9.0,-4.49,1.0,0.0291,0.116,0.0,0.144,0.285,127.206,4.0,country,country
Somebody's HeroJamie O'Neal,Jamie O'Neal,Somebody's Hero,"['contemporary country', 'country', 'country dawn', 'country road']",2iVkOIwx8qzVGlju9Hy4yY,,Brave,False,221425.0,41.0,0.493,0.735,1.0,-6.012,1.0,0.0432,0.0771,0.0,0.107,0.626,164.059,4.0,country,country
California King BedRihanna,Rihanna,California King Bed,"['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",2dPOobBArCJotBAs0ThXqL,,Loud,False,251600.0,60.0,0.469,0.616,7.0,-3.841,1.0,0.0369,0.246,0.0,0.138,0.341,169.878,4.0,dance pop,pop
Beez In The TrapNicki Minaj Featuring 2 Chainz,Nicki Minaj Featuring 2 Chainz,Beez In The Trap,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop', 'rap']",4It00tEYLwpjQtAhqnjCPC,,Pink Friday ... Roman Reloaded (Deluxe),True,268493.0,61.0,0.814,0.782,9.0,-6.005,1.0,0.218,0.0227,0.00167,0.0956,0.683,150.011,4.0,dance pop,pop
AlwaysSaliva,Saliva,Always,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'wrestling']",7kpa6MWRrPaF3b6C0DgioK,,Back Into Your System,False,231200.0,64.0,0.363,0.906,1.0,-4.415,1.0,0.0615,0.0122,0.0,0.172,0.371,181.964,4.0,post-grunge,post-grunge
Crazy TownJason Aldean,Jason Aldean,Crazy Town,"['contemporary country', 'country', 'country road']",5eH1ktZDHgegpkYJOY7tme,https://p.scdn.co/mp3-preview/f481e28803c8c91a8d913d01c081cccbc833f4c7?cid=b8d3901151d34489a160e3cf0ab1fa94,Wide Open,False,183440.0,53.0,0.43,0.841,6.0,-2.99,1.0,0.037,0.13,0.0,0.0517,0.489,180.977,4.0,country,country
Tell MeBobby Valentino,Bobby Valentino,Tell Me,"['dance pop', 'deep pop r&b', 'hip pop', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']",6kLZ1DzSxBkNVvdQm6CX0N,,Disturbing Tha Peace Presents Bobby Valentino,False,260066.0,54.0,0.652,0.798,4.0,-5.303,0.0,0.0512,0.44,0.00233,0.298,0.531,95.038,4.0,dance pop,pop
Right Here (Departed)Brandy,Brandy,Right Here (Departed),"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",06G1SCVVYRSDCFGMSnDvpv,https://p.scdn.co/mp3-preview/cfd125fb831bc43392ffe1460dc01a77fb353d23?cid=b8d3901151d34489a160e3cf0ab1fa94,Human,False,217946.0,52.0,0.568,0.682,8.0,-5.781,1.0,0.0439,0.256,0.0,0.231,0.366,92.99,4.0,dance pop,pop
Country Comes To TownToby Keith,Toby Keith,Country Comes To Town,"['contemporary country', 'country', 'country road', 'oklahoma country']",7qkUw81edqOdtGnTR5stiR,,Toby Keith 35 Biggest Hits,False,218000.0,37.0,0.698,0.921,9.0,-4.091,1.0,0.0387,0.0914,0.0,0.0602,0.685,123.766,4.0,country,country
Put A Girl In ItBrooks & Dunn,Brooks & Dunn,Put A Girl In It,"['contemporary country', 'country', 'country road', 'country rock']",2whdkf4NsAloiUJ9ISRVDM,https://p.scdn.co/mp3-preview/57ad75af46c8f1849fd62cf05aaef5fc63ee3042?cid=b8d3901151d34489a160e3cf0ab1fa94,Cowboy Town,False,207880.0,42.0,0.589,0.953,4.0,-3.317,1.0,0.0619,0.0328,0.00102,0.062,0.772,119.967,4.0,country,country
Save It For A Rainy DayKenny Chesney,Kenny Chesney,Save It For A Rainy Day,"['contemporary country', 'country', 'country road']",6wfTb2he5ANMQSFnlamnyi,https://p.scdn.co/mp3-preview/609f907f429e5ebb7193cbdf90d8d5a1896815ce?cid=b8d3901151d34489a160e3cf0ab1fa94,The Big Revival,False,182213.0,59.0,0.538,0.775,7.0,-5.48,1.0,0.0291,0.0053,0.0,0.0807,0.614,154.889,4.0,country,country
Probably Wouldn't Be This WayLeAnn Rimes,LeAnn Rimes,Probably Wouldn't Be This Way,"['country', 'country dawn', 'dance pop', 'pop rock']",1rXn9CgyDaiZ9rCqwxLYim,https://p.scdn.co/mp3-preview/875b24bd6f3148a481306bfe93d9e831cfd098c6?cid=b8d3901151d34489a160e3cf0ab1fa94,This Woman,False,217946.0,45.0,0.613,0.426,2.0,-6.418,1.0,0.0289,0.516,0.0,0.131,0.129,129.644,4.0,dance pop,pop
Cleaning This Gun (Come On In Boy)Rodney Atkins,Rodney Atkins,Cleaning This Gun (Come On In Boy),"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",292hQrFkBjVmbHRqGVqBta,https://p.scdn.co/mp3-preview/c2b896ff55c05f2c2962880b9b04e9402f1b984f?cid=b8d3901151d34489a160e3cf0ab1fa94,If You're Going Through Hell,False,226813.0,60.0,0.514,0.798,2.0,-3.669,1.0,0.0494,0.0612,0.0,0.104,0.677,145.995,4.0,country,country
Red LightDavid Nail,David Nail,Red Light,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",66EhdSD4MPXk5ZXljDJWI6,,I'm About To Come Alive,False,246333.0,52.0,0.386,0.802,9.0,-2.468,1.0,0.0372,0.101,1.11e-05,0.211,0.428,163.907,3.0,country,country
Southern GirlTim McGraw,Tim McGraw,Southern Girl,"['contemporary country', 'country', 'country road']",29AR5X5yKPd4DBIAiqUMDy,,Two Lanes Of Freedom (Accelerated Deluxe),False,255480.0,53.0,0.735,0.772,7.0,-4.566,1.0,0.0256,0.0412,0.0,0.445,0.924,110.032,4.0,country,country
Sex TherapyRobin Thicke,Robin Thicke,Sex Therapy,"['dance pop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",6MmxDAqXSxFS9dLQs1l7DT,,Sex Therapy: The Session,False,275146.0,50.0,0.692,0.521,3.0,-4.559,1.0,0.0301,0.679,0.0,0.216,0.373,112.024,4.0,dance pop,pop
AnimalNeon Trees,Neon Trees,Animal,"['indie pop', 'modern rock', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",1fBl642IhJOE5U319Gy2Go,,Habits,False,212293.0,70.0,0.486,0.831,5.0,-5.5,1.0,0.0506,0.000392,0.0,0.363,0.8,148.026,4.0,pop,pop
She Got Her OwnNe-Yo Featuring Jamie Foxx & Fabolous,Ne-Yo Featuring Jamie Foxx & Fabolous,She Got Her Own,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",,,,,,,,,,,,,,,,,,,dance pop,pop
Bow Wow (That's My Name)Lil Bow Wow,Lil Bow Wow,Bow Wow (That's My Name),[],,,,,,,,,,,,,,,,,,,,
CryFaith Hill,Faith Hill,Cry,"['contemporary country', 'country', 'country dawn', 'country road', 'pop rock']",6mJMvtuCMZt4XXNs5zw1zx,https://p.scdn.co/mp3-preview/a8138f05dfa53a4a0fcf6e62d7cdaa7e382f60a5?cid=b8d3901151d34489a160e3cf0ab1fa94,Cry (U.S. Version),False,226306.0,42.0,0.512,0.645,8.0,-5.631,1.0,0.029,0.141,0.0,0.0987,0.283,111.015,3.0,country,country
Do You Believe Me NowJimmy Wayne,Jimmy Wayne,Do You Believe Me Now,"['country', 'country road']",0HbtLdjkFkY8doAZzjRDmj,,Do You Believe Me Now,False,204386.0,41.0,0.489,0.864,4.0,-3.902,1.0,0.0573,0.059,1.22e-06,0.0951,0.425,161.849,4.0,country,country
Summer NightsLil Rob,Lil Rob,Summer Nights,"['chicano rap', 'g funk', 'gangster rap', 'latin hip hop', 'san diego rap']",6fVCBBlHif6zfqXAEHKJy8,https://p.scdn.co/mp3-preview/ad10218312b074f7b62c0bee85122a7a44a85bba?cid=b8d3901151d34489a160e3cf0ab1fa94,Twelve Eighteen (Part I),True,269160.0,59.0,0.472,0.672,10.0,-4.997,0.0,0.212,0.358,0.0,0.108,0.392,81.813,4.0,gangster rap,rap
All About TonightBlake Shelton,Blake Shelton,All About Tonight,"['contemporary country', 'country', 'country road', 'oklahoma country']",5cQIrML7iJEUsOCNsHqWlB,https://p.scdn.co/mp3-preview/7173427b853b5e1716571250aa4d3ba328300467?cid=b8d3901151d34489a160e3cf0ab1fa94,All About Tonight,False,205613.0,47.0,0.674,0.943,0.0,-3.413,1.0,0.0408,0.0159,0.0,0.504,0.856,118.06,4.0,country,country
"Take AwayMissy ""Misdemeanor"" Elliott Featuring Ginuwine & Tweet","Missy ""Misdemeanor"" Elliott Featuring Ginuwine & Tweet",Take Away,[],,,,,,,,,,,,,,,,,,,,
SwingSavage Featuring Soulja Boy Tell'em,Savage Featuring Soulja Boy Tell'em,Swing,"['atl hip hop', 'pop rap', 'rap', 'trap']",61ehOd7NByNLD1C5AcQhEb,,Savage Island,True,217893.0,57.0,0.886,0.474,1.0,-8.045,0.0,0.274,0.0216,0.0,0.088,0.825,150.068,4.0,pop rap,rap
So FlySlim Featuring Yung Joc,Slim Featuring Yung Joc,So Fly,['trap'],2wmBKUx62Px6my6U1mYw18,https://p.scdn.co/mp3-preview/318e8ae85bff2b7f2314622f93ea112b4166e942?cid=b8d3901151d34489a160e3cf0ab1fa94,Love's Crazy,False,212453.0,38.0,0.784,0.559,2.0,-4.862,1.0,0.0846,0.0021,0.0,0.412,0.698,90.994,4.0,trap,rap
Alone With YouJake Owen,Jake Owen,Alone With You,"['contemporary country', 'country', 'country road', 'modern country rock']",2Xdatbm43IXEVi0wmKeJve,https://p.scdn.co/mp3-preview/869fb7ca79ac67df0f8c6119923df9304d53e981?cid=b8d3901151d34489a160e3cf0ab1fa94,Barefoot Blue Jean Night,False,210973.0,53.0,0.646,0.761,7.0,-3.991,1.0,0.0267,0.221,0.0,0.109,0.336,108.999,4.0,country,country
Stays In MexicoToby Keith,Toby Keith,Stays In Mexico,"['contemporary country', 'country', 'country road', 'oklahoma country']",3EaUpHrrmoupWICI0uf6Y0,,Toby Keith 35 Biggest Hits,False,214800.0,43.0,0.655,0.882,9.0,-3.301,1.0,0.0724,0.148,0.0,0.303,0.718,122.945,4.0,country,country
Don't Know WhyNorah Jones,Norah Jones,Don't Know Why,"['adult standards', 'contemporary vocal jazz', 'neo mellow', 'vocal jazz']",6ybViy2qrO9sIi41EgRJgx,,Come Away With Me,False,186146.0,74.0,0.732,0.198,5.0,-11.775,1.0,0.028,0.883,1.1e-05,0.0659,0.618,88.174,4.0,neo mellow,neo mellow
Aw NawChris Young,Chris Young,Aw Naw,"['contemporary country', 'country', 'country road', 'modern country rock']",53Dj5PCDhb22qWqmre3YQs,https://p.scdn.co/mp3-preview/e8fbbea2af7f94d66a16abe972a2b5a6d7840f5a?cid=b8d3901151d34489a160e3cf0ab1fa94,A.M.,False,188706.0,61.0,0.652,0.859,2.0,-3.746,1.0,0.0358,0.0639,0.0,0.0777,0.491,109.971,4.0,country,country
Big Blue NoteToby Keith,Toby Keith,Big Blue Note,"['contemporary country', 'country', 'country road', 'oklahoma country']",5g6vcZhxbwouWEBA3c7AgC,,Toby Keith 35 Biggest Hits,False,177106.0,37.0,0.746,0.697,0.0,-6.979,1.0,0.0296,0.41,8.13e-05,0.189,0.748,115.252,4.0,country,country
Boots OnRandy Houser,Randy Houser,Boots On,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",7K4VxvIXXbDbaVn6ARbch1,,Anything Goes,False,170813.0,56.0,0.712,0.89,8.0,-4.418,1.0,0.035,0.0558,4.1e-06,0.294,0.853,112.033,4.0,country,country
RewindRascal Flatts,Rascal Flatts,Rewind,"['contemporary country', 'country', 'country road']",6eZP01jERQt27Ggq7kpEf9,,Rewind,False,203506.0,55.0,0.549,0.698,3.0,-6.679,1.0,0.0347,0.0222,0.0,0.202,0.719,164.049,4.0,country,country
CommasFuture,Future,Commas,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",49zD0wr2S3d0lZPib0K4e1,https://p.scdn.co/mp3-preview/374e7f17d3d4206d91557263c39396a5b2fc38fe?cid=b8d3901151d34489a160e3cf0ab1fa94,DS2 (Deluxe),True,237400.0,70.0,0.874,0.568,11.0,-5.896,0.0,0.224,0.0698,1.38e-05,0.149,0.46,139.995,4.0,pop rap,rap
Second ChanceShinedown,Shinedown,Second Chance,"['alternative metal', 'nu metal', 'post-grunge']",0CwYG1UnRmOx8Q1EzElCIL,https://p.scdn.co/mp3-preview/211f45f3ce70396abcf70a0d1208455bfbf8476b?cid=b8d3901151d34489a160e3cf0ab1fa94,The Sound of Madness,False,222066.0,68.0,0.46,0.796,0.0,-4.501,0.0,0.0333,0.00107,0.0,0.106,0.182,100.011,4.0,post-grunge,post-grunge
She Won't Be Lonely LongClay Walker,Clay Walker,She Won't Be Lonely Long,"['contemporary country', 'country', 'country road', 'country rock', 'modern country rock']",0158TMiGmHyibaDeaUKayX,https://p.scdn.co/mp3-preview/03a447d53386050cba839f2afd67a295ae82e3ff?cid=b8d3901151d34489a160e3cf0ab1fa94,She Won't Be Lonely Long,False,209253.0,66.0,0.635,0.758,7.0,-5.772,1.0,0.0243,0.00643,0.0,0.229,0.322,113.002,4.0,country,country
Country BoyAlan Jackson,Alan Jackson,Country Boy,"['contemporary country', 'country', 'country road']",5RuCWf4bJC0rqA05b7nWfd,https://p.scdn.co/mp3-preview/c64df9525cd7861c796d22addbb28b34990b9e9c?cid=b8d3901151d34489a160e3cf0ab1fa94,Good Time,False,246080.0,61.0,0.73,0.684,9.0,-10.803,1.0,0.0351,0.259,1.53e-06,0.111,0.564,139.037,4.0,country,country
Come Back To MeVanessa Hudgens,Vanessa Hudgens,Come Back To Me,"['dance pop', 'hollywood', 'post-teen pop', 'viral pop']",0occ3Gxp6ZV5DUmJNuEsQB,,V,False,166866.0,48.0,0.634,0.856,5.0,-4.064,1.0,0.132,0.000812,1.03e-05,0.207,0.723,88.05,4.0,dance pop,pop
Anywhere With YouJake Owen,Jake Owen,Anywhere With You,"['contemporary country', 'country', 'country road', 'modern country rock']",2yWtLaPCOUDyi7f1lOXCn5,https://p.scdn.co/mp3-preview/236b37cf5a9ec18cd1d4fa54a16964d0ea90aaf1?cid=b8d3901151d34489a160e3cf0ab1fa94,Barefoot Blue Jean Night,False,209586.0,58.0,0.475,0.936,5.0,-2.545,1.0,0.0413,0.0418,0.0,0.0873,0.598,151.988,4.0,country,country
Bug A BooDestiny's Child,Destiny's Child,Bug A Boo,"['dance pop', 'girl group', 'hip pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",3iZizHVmWHdaJbvcU65S6x,https://p.scdn.co/mp3-preview/182b4638ccbd1330b849deaea65fc23d5683e7ee?cid=b8d3901151d34489a160e3cf0ab1fa94,The Writing's On The Wall,False,212440.0,53.0,0.76,0.718,6.0,-3.087,1.0,0.147,0.00413,7.63e-06,0.18,0.927,104.42,4.0,dance pop,pop
Teenage Love AffairAlicia Keys,Alicia Keys,Teenage Love Affair,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",34ClgyHf8Awds1ew9vMX26,https://p.scdn.co/mp3-preview/a73f240381f5690fa8e35442fead4dbdb724805b?cid=b8d3901151d34489a160e3cf0ab1fa94,As I Am (Expanded Edition),False,190200.0,53.0,0.636,0.826,11.0,-4.668,1.0,0.162,0.632,0.0,0.197,0.679,87.665,4.0,pop,pop
Calabria 2008Enur Featuring Natasja,Enur Featuring Natasja,Calabria 2008,['reggae fusion'],5Y2pr8wjzjO2te4MnxTUa7,https://p.scdn.co/mp3-preview/2e9aa62bb87cf53e1b8a653477fda53353049f26?cid=b8d3901151d34489a160e3cf0ab1fa94,Raggatronic,False,230656.0,48.0,0.888,0.666,10.0,-5.547,0.0,0.163,0.0077,0.00156,0.0555,0.464,125.993,4.0,reggae fusion,reggae fusion
Raise 'Em UpKeith Urban Featuring Eric Church,Keith Urban Featuring Eric Church,Raise 'Em Up,"['australian country', 'contemporary country', 'country', 'country road']",3YimpODfNhxj3rN81v4WvE,,Fuse (Deluxe Edition),False,184946.0,55.0,0.609,0.788,4.0,-7.855,1.0,0.0416,0.645,3.72e-05,0.174,0.54,108.053,4.0,country,country
Breathe (2 AM)Anna Nalick,Anna Nalick,Breathe (2 AM),"['acoustic pop', 'lilith', 'neo mellow']",5auMzVHFr5Zfw6IbKarZ56,https://p.scdn.co/mp3-preview/5beb1e64c6fa7a2959aafb66b7cc8df48a0fb31d?cid=b8d3901151d34489a160e3cf0ab1fa94,Wreck of the Day,False,279826.0,66.0,0.386,0.452,2.0,-7.715,1.0,0.0278,0.417,0.0,0.0881,0.287,169.837,3.0,neo mellow,neo mellow
SlitherVelvet Revolver,Velvet Revolver,Slither,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'post-grunge', 'rock']",7kF1iPJTj3VFJX9XokQ80F,https://p.scdn.co/mp3-preview/beb04aa9d09bf50f17390d9b224501f48bb15a1a?cid=b8d3901151d34489a160e3cf0ab1fa94,Contraband,False,248306.0,64.0,0.478,0.974,7.0,-3.866,1.0,0.102,0.000266,0.0984,0.0738,0.268,141.077,4.0,post-grunge,post-grunge
Say IChristina Milian Featuring Young Jeezy,Christina Milian Featuring Young Jeezy,Say I,"['dance pop', 'europop', 'hip pop', 'r&b', 'urban contemporary']",5vG93SYHh7SWqPLRtmODVq,,So Amazin',False,211266.0,43.0,0.674,0.909,8.0,-2.267,1.0,0.134,0.0196,0.0,0.653,0.666,100.058,4.0,dance pop,pop
Check It Outwill.i.am & Nicki Minaj,will.i.am & Nicki Minaj,Check It Out,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",5tMoj9U1ZAJ3pOMndaShr7,,Check It Out,True,252026.0,43.0,0.854,0.667,1.0,-5.04,1.0,0.0598,0.0705,7.85e-06,0.119,0.686,130.098,4.0,dance pop,pop
Don't Forget To Remember MeCarrie Underwood,Carrie Underwood,Don't Forget To Remember Me,"['contemporary country', 'country', 'country dawn', 'dance pop', 'oklahoma country', 'pop', 'post-teen pop']",0SCtEUwSkgavjuzebBznX5,https://p.scdn.co/mp3-preview/a3e8992bdb82f130e1d6e38b38ecd88b63716628?cid=b8d3901151d34489a160e3cf0ab1fa94,Some Hearts,False,240266.0,50.0,0.434,0.608,2.0,-4.281,1.0,0.0311,0.564,0.0,0.283,0.331,78.606,4.0,dance pop,pop
Give Me ThatWebbie Featuring Bun B,Webbie Featuring Bun B,Give Me That,"['baton rouge rap', 'crunk', 'deep southern trap', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0KGZzYTmH3lfpSKOcjnOkp,https://p.scdn.co/mp3-preview/2ce2a0ba9b6cdd938259fca4798eb5c2cb1761f8?cid=b8d3901151d34489a160e3cf0ab1fa94,Savage Life,True,267720.0,38.0,0.674,0.773,8.0,-6.002,1.0,0.288,0.00694,0.0,0.312,0.506,78.001,4.0,pop rap,rap
I'm Still In Love With YouSean Paul Featuring Sasha,Sean Paul Featuring Sasha,I'm Still In Love With You,"['dance pop', 'dancehall', 'pop', 'pop rap']",3MhdH8PxqH1FuQp3HBptUI,https://p.scdn.co/mp3-preview/037ee7e911edbebef2b816f2c01e823672acd7bb?cid=b8d3901151d34489a160e3cf0ab1fa94,Dutty Rock,False,273360.0,70.0,0.765,0.666,7.0,-5.384,1.0,0.172,0.102,0.0,0.116,0.756,87.002,4.0,dance pop,pop
MayberryRascal Flatts,Rascal Flatts,Mayberry,"['contemporary country', 'country', 'country road']",04rZkq3ihHmGNfKPgBiTX1,,Melt,False,272986.0,51.0,0.628,0.817,11.0,-4.182,1.0,0.0433,0.296,0.0,0.126,0.37,88.049,4.0,country,country
Next To MeEmeli Sande,Emeli Sande,Next To Me,"['dance pop', 'neo soul', 'pop', 'r&b', 'uk pop']",1Xsxp1SEOxuMzjrFZhtw8u,,Our Version Of Events,False,196866.0,55.0,0.674,0.81,7.0,-5.117,0.0,0.0378,0.0923,4.74e-05,0.11,0.391,94.995,4.0,dance pop,pop
I Told You SoCarrie Underwood Featuring Randy Travis,Carrie Underwood Featuring Randy Travis,I Told You So,"['contemporary country', 'country', 'country dawn', 'dance pop', 'oklahoma country', 'pop', 'post-teen pop']",3ZK8icmaq8PMW686smPDVL,https://p.scdn.co/mp3-preview/3d1a0f9d1f9f1ef36eb39aafa52dda91fa77e8e6?cid=b8d3901151d34489a160e3cf0ab1fa94,Carnival Ride,False,257893.0,50.0,0.423,0.522,8.0,-3.849,1.0,0.029,0.643,0.0,0.122,0.236,147.745,4.0,dance pop,pop
No SurpriseDaughtry,Daughtry,No Surprise,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",6q4XLE5WeOBWftoc9gTl2P,https://p.scdn.co/mp3-preview/858232838f5e0478ef3c33d29d68f1d5cac5d4a9?cid=b8d3901151d34489a160e3cf0ab1fa94,It's Not Over....The Hits So Far,False,270640.0,59.0,0.508,0.823,3.0,-3.711,1.0,0.031,0.00741,0.0,0.104,0.152,95.98,4.0,pop rock,rock
MercyDuffy,Duffy,Mercy,['show tunes'],78twQ5XCFJMTE37ZSU0gsj,,Rockferry,False,219920.0,58.0,0.792,0.85,0.0,-3.621,1.0,0.0329,0.289,0.00012,0.132,0.965,129.906,4.0,show tunes,show tunes
Falls ApartSugar Ray,Sugar Ray,Falls Apart,"['alternative metal', 'alternative rock', 'funk metal', 'neo mellow', 'pop rock', 'post-grunge']",4T7fVN4ZOFE3JoGyaxZL6O,https://p.scdn.co/mp3-preview/3d3b3b687ede4fb6ff23b03cbd524e4e28c3d045?cid=b8d3901151d34489a160e3cf0ab1fa94,14:59,False,255160.0,41.0,0.561,0.897,4.0,-3.974,1.0,0.0306,0.00318,0.00623,0.248,0.599,103.461,4.0,pop rock,rock
I Saw God TodayGeorge Strait,George Strait,I Saw God Today,"['contemporary country', 'country', 'country road']",7maV3I3KQNYpsOWYTOhGqn,,Troubadour,False,203200.0,55.0,0.589,0.578,3.0,-6.823,1.0,0.0312,0.655,0.0,0.193,0.377,148.216,4.0,country,country
I Keep LookingSara Evans,Sara Evans,I Keep Looking,"['contemporary country', 'country', 'country dawn', 'country gospel', 'country road']",6IqofHRLYynJ6lCypGrVpF,https://p.scdn.co/mp3-preview/14283c3a41fb64348f2db2a2d6b9e19689d46cf3?cid=b8d3901151d34489a160e3cf0ab1fa94,Greatest Hits,False,276173.0,29.0,0.737,0.817,10.0,-4.246,1.0,0.0508,0.0577,0.0,0.118,0.751,112.866,4.0,country,country
Kryptonite (I'm On It)Purple Ribbon All-Stars,Purple Ribbon All-Stars,Kryptonite (I'm On It),[],,,,,,,,,,,,,,,,,,,,
Like A StoneAudioslave,Audioslave,Like A Stone,"['alternative metal', 'alternative rock', 'modern rock', 'nu metal', 'permanent wave', 'post-grunge', 'rock']",3YuaBvuZqcwN3CEAyyoaei,https://p.scdn.co/mp3-preview/9fe309d18308f401d3124a322cdb8951a31adca7?cid=b8d3901151d34489a160e3cf0ab1fa94,Audioslave,False,293960.0,77.0,0.614,0.568,7.0,-5.477,0.0,0.0276,0.00797,0.0,0.0997,0.516,107.849,4.0,post-grunge,post-grunge
Look What You've DoneJet,Jet,Look What You've Done,"['alternative rock', 'garage rock', 'modern rock', 'post-grunge', 'rock']",0ZSmRnXnP5fdANtVlCok1g,https://p.scdn.co/mp3-preview/0d1319fc2bd3e94e34738f1fdb437e0c0a6c1d42?cid=b8d3901151d34489a160e3cf0ab1fa94,Get Born,False,230880.0,62.0,0.398,0.547,0.0,-6.846,1.0,0.0261,0.414,0.00143,0.146,0.305,73.396,4.0,post-grunge,post-grunge
Need U BadJazmine Sullivan,Jazmine Sullivan,Need U Bad,"['alternative r&b', 'dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0Ri0LzOMJmqi9HGZE5cRYV,https://p.scdn.co/mp3-preview/db30aba97c6d5f82aad1e17e0cd76772a5342ace?cid=b8d3901151d34489a160e3cf0ab1fa94,Fearless,False,257426.0,58.0,0.529,0.659,7.0,-5.318,1.0,0.0629,0.0232,0.0,0.114,0.36,138.196,4.0,dance pop,pop
I'm Just Talkin' About TonightToby Keith,Toby Keith,I'm Just Talkin' About Tonight,"['contemporary country', 'country', 'country road', 'oklahoma country']",6CBRI05fAHw76JqDk2IRkK,,Toby Keith 35 Biggest Hits,False,165133.0,44.0,0.674,0.863,7.0,-3.539,1.0,0.0512,0.279,0.0,0.132,0.821,123.872,4.0,country,country
Girls Lie TooTerri Clark,Terri Clark,Girls Lie Too,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country dawn', 'country road']",2Vn8Ea6fGOM3dsGYVcJ62G,,Greatest Hits,False,214200.0,39.0,0.476,0.824,9.0,-5.795,1.0,0.0401,0.0555,0.0,0.244,0.592,138.755,4.0,country,country
