SongID,Performer,Song,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_album,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre,genre_larger
It's Been AwhileStaind,Staind,It's Been Awhile,"['alternative metal', 'nu metal', 'post-grunge', 'rap rock', 'rock']",25CMmGsl22APKhfuj4Tp7j,https://p.scdn.co/mp3-preview/7c98137672d37068f9081aff2c5031d91dff772d?cid=b8d3901151d34489a160e3cf0ab1fa94,Break the Cycle,True,264706.0,66.0,0.509,0.774,6.0,-4.054,1.0,0.0338,0.00189,0.000549,0.143,0.0824,116.529,4.0,post-grunge,post-grunge
Nothing On But The RadioGary Allan,Gary Allan,Nothing On But The Radio,"['contemporary country', 'country', 'country road', 'modern country rock']",3SRuODYNV4j2ckkJ9Samju,,See If I Care,False,212026.0,56.0,0.682,0.718,9.0,-5.891,1.0,0.0259,0.0734,6.68e-06,0.131,0.695,109.434,4.0,country,country
Just A DreamCarrie Underwood,Carrie Underwood,Just A Dream,"['contemporary country', 'country', 'country dawn', 'dance pop', 'oklahoma country', 'pop', 'post-teen pop']",7g8OpS827dAYU067lZaR0L,https://p.scdn.co/mp3-preview/aedb02a2f74927848520fed09706895c2c6eb7ce?cid=b8d3901151d34489a160e3cf0ab1fa94,Carnival Ride,False,284706.0,56.0,0.526,0.781,7.0,-3.673,1.0,0.0369,0.0613,0.0,0.121,0.358,142.06,4.0,dance pop,pop
I Won't TellFat Joe Featuring J. Holiday,Fat Joe Featuring J. Holiday,I Won't Tell,"['bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'trap']",,,,,,,,,,,,,,,,,,,pop rap,rap
No Letting GoWayne Wonder,Wayne Wonder,No Letting Go,"['dancehall', 'lovers rock', 'old school dancehall', 'reggae fusion', 'soca']",5dWfl2PBpKHpBVdz95wxK1,https://p.scdn.co/mp3-preview/6dbbbdd3ef30c2292246d582ec64c41060ffab26?cid=b8d3901151d34489a160e3cf0ab1fa94,No Holding Back,False,202013.0,63.0,0.495,0.819,5.0,-5.656,0.0,0.0444,0.0479,0.000215,0.177,0.318,100.213,4.0,dancehall,dancehall
Me LoveSean Kingston,Sean Kingston,Me Love,"['dance pop', 'miami hip hop', 'pop', 'post-teen pop', 'urban contemporary']",44M8gY48QHhvc6vn5be10N,https://p.scdn.co/mp3-preview/f0402f6306b679614281eddc73e05db4e1dae267?cid=b8d3901151d34489a160e3cf0ab1fa94,Sean Kingston,False,204293.0,54.0,0.66,0.847,1.0,-3.25,1.0,0.191,0.0628,0.0,0.112,0.925,180.01,4.0,dance pop,pop
Every Teardrop Is A WaterfallColdplay,Coldplay,Every Teardrop Is A Waterfall,"['permanent wave', 'pop']",2U8g9wVcUu9wsg6i7sFSv8,https://p.scdn.co/mp3-preview/141f9b669c6a6875276962ce25f4b2d5f142d613?cid=b8d3901151d34489a160e3cf0ab1fa94,Mylo Xyloto,False,240796.0,70.0,0.425,0.733,9.0,-6.883,1.0,0.0396,0.00193,0.00922,0.171,0.313,117.985,4.0,pop,pop
I Should Have CheatedKeyshia Cole,Keyshia Cole,I Should Have Cheated,"['dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']",5tFDgH6do20IXdSoNBAmXK,,The Way It Is,False,327693.0,58.0,0.358,0.541,2.0,-4.237,0.0,0.0722,0.248,0.0,0.33,0.409,85.595,3.0,dance pop,pop
Let's Get AwayT.I.,T.I.,Let's Get Away,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",7pjl3P3jnqdItN1beCrJS1,https://p.scdn.co/mp3-preview/2cdd351e030a7f698b598457ac24d4601131f269?cid=b8d3901151d34489a160e3cf0ab1fa94,Trap Muzik,True,278720.0,43.0,0.567,0.826,10.0,-4.678,0.0,0.443,0.342,0.0,0.135,0.726,84.814,4.0,dance pop,pop
My Little GirlTim McGraw,Tim McGraw,My Little Girl,"['contemporary country', 'country', 'country road']",3dNhdwu8RcaVdrDZ1cAtzx,https://p.scdn.co/mp3-preview/48f7da7e45a14ae727879800010c6995797228ff?cid=b8d3901151d34489a160e3cf0ab1fa94,McGRAW (The Ultimate Collection),False,218560.0,54.0,0.457,0.636,0.0,-3.41,1.0,0.0262,0.351,7.01e-06,0.111,0.238,144.686,4.0,country,country
Ocean AvenueYellowcard,Yellowcard,Ocean Avenue,"['bow pop', 'emo', 'pop punk', 'pop rock', 'post-grunge', 'socal pop punk']",23oxJmDc1V9uLUSmN2LIvx,,Ocean Avenue,False,198266.0,73.0,0.486,0.904,6.0,-3.751,0.0,0.0638,3.43e-05,2.83e-05,0.0947,0.786,173.734,4.0,pop rock,rock
It Must Be LoveAlan Jackson,Alan Jackson,It Must Be Love,"['contemporary country', 'country', 'country road']",16OFkCrdYH524sqvTPt6CT,https://p.scdn.co/mp3-preview/8ee8212d6520dacc8b631a163785560d96886d22?cid=b8d3901151d34489a160e3cf0ab1fa94,34 Number Ones,False,171813.0,53.0,0.816,0.669,6.0,-7.925,1.0,0.0295,0.284,0.0,0.0563,0.967,112.132,4.0,country,country
If You Ever Stop Loving MeMontgomery Gentry,Montgomery Gentry,If You Ever Stop Loving Me,"['contemporary country', 'country', 'country road', 'country rock', 'modern country rock', 'redneck']",7zywdG4ysfC5XNBzjQAo2o,https://p.scdn.co/mp3-preview/6a2c80a73a855f3e565558c8b4940424967267e1?cid=b8d3901151d34489a160e3cf0ab1fa94,You Do Your Thing,False,202760.0,42.0,0.443,0.885,7.0,-6.172,1.0,0.0414,0.123,3.09e-05,0.28,0.536,185.034,4.0,country,country
I Don't Wanna Be In Love (Dance Floor Anthem)Good Charlotte,Good Charlotte,I Don't Wanna Be In Love (Dance Floor Anthem),"['alternative metal', 'emo', 'pop punk', 'post-grunge']",36UVZPoK8a1Oxh13cY8kOp,https://p.scdn.co/mp3-preview/6add0360e8f0dd892b6ea80e9829b49f79e5b86f?cid=b8d3901151d34489a160e3cf0ab1fa94,Good Morning Revival,False,244000.0,58.0,0.64,0.884,6.0,-2.609,1.0,0.0428,0.0226,0.0,0.187,0.573,124.968,4.0,post-grunge,post-grunge
Mama's Broken HeartMiranda Lambert,Miranda Lambert,Mama's Broken Heart,"['contemporary country', 'country', 'country dawn', 'country road']",2mXsZsJBThTaJXbNcg5QD4,https://p.scdn.co/mp3-preview/acb6a1fe8608f0f9d255574cab8692371d7852d5?cid=b8d3901151d34489a160e3cf0ab1fa94,Four The Record,False,177773.0,67.0,0.768,0.809,4.0,-4.204,0.0,0.0616,0.278,0.0,0.139,0.748,111.989,4.0,country,country
"Lover, LoverJerrod Niemann",Jerrod Niemann,"Lover, Lover","['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",5UzU0qw21okODBNUnxptVo,https://p.scdn.co/mp3-preview/15795941a2282709bca861717578d87ffcbcdf6e?cid=b8d3901151d34489a160e3cf0ab1fa94,Judge Jerrod & The Hung Jury,False,193733.0,59.0,0.879,0.567,7.0,-6.509,1.0,0.0586,0.184,0.0,0.622,0.948,112.472,4.0,country,country
Down On MeJeremih Featuring 50 Cent,Jeremih Featuring 50 Cent,Down On Me,"['chicago rap', 'dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",0x3TibRgnSqzkcwrqBd4iX,,All About You,False,228453.0,72.0,0.7,0.598,2.0,-7.783,1.0,0.114,0.0369,0.0,0.111,0.594,160.041,4.0,dance pop,pop
In A Real LovePhil Vassar,Phil Vassar,In A Real Love,"['contemporary country', 'country', 'country road', 'modern country rock']",3u8m4E4pJn43otDkw2wXBs,https://p.scdn.co/mp3-preview/c6b53f3695b612588e0d61988deef0d0b9bd385c?cid=b8d3901151d34489a160e3cf0ab1fa94,Shaken Not Stirred,False,214826.0,36.0,0.575,0.797,9.0,-5.2,1.0,0.0305,0.154,0.0,0.282,0.744,90.907,4.0,country,country
"Lights, Camera, Action!Mr. Cheeks",Mr. Cheeks,"Lights, Camera, Action!",['hip pop'],36gOOIQaBwXZVKL5z2vC3Z,,John P. Kelly,True,261026.0,44.0,0.801,0.931,1.0,-6.602,1.0,0.0727,0.128,0.0,0.145,0.808,105.526,4.0,hip pop,pop
Keep Holding OnAvril Lavigne,Avril Lavigne,Keep Holding On,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']",4UPcXTh26ilb7owtuyHqNI,https://p.scdn.co/mp3-preview/b5dfbfb86992d1a78fa6e5e3ab4800d539595b57?cid=b8d3901151d34489a160e3cf0ab1fa94,The Best Damn Thing (Expanded Edition),False,239629.0,65.0,0.274,0.786,7.0,-2.354,1.0,0.0333,0.0374,0.0,0.143,0.146,161.061,3.0,dance pop,pop
Lean Like A CholoDown A.K.A. Kilo,Down A.K.A. Kilo,Lean Like A Cholo,[],5EQjO4dIVCU6FUKrmkJ13M,https://p.scdn.co/mp3-preview/1008af84453ea812497d6bf6f5d098be0271be00?cid=b8d3901151d34489a160e3cf0ab1fa94,The Definition Of An Ese,True,198217.0,51.0,0.877,0.839,8.0,-3.988,1.0,0.275,0.102,0.0,0.0735,0.926,71.977,5.0,,
Love Of A WomanTravis Tritt,Travis Tritt,Love Of A Woman,"['contemporary country', 'country', 'country road', 'country rock', 'outlaw country']",7dVINsv6faqqTUelZdvd5U,https://p.scdn.co/mp3-preview/fa31062121a14345278538f81f2812684e57697e?cid=b8d3901151d34489a160e3cf0ab1fa94,Down The Road I Go,False,217533.0,46.0,0.324,0.574,7.0,-5.647,1.0,0.0292,0.239,0.0,0.143,0.335,74.101,4.0,country,country
I BelieveDiamond Rio,Diamond Rio,I Believe,"['contemporary country', 'country', 'country road', 'country rock']",6cTZQGs1U5xkWA1fgLc8tH,https://p.scdn.co/mp3-preview/dd5cadd27d7cbecd4ed971162635382594ee86cd?cid=b8d3901151d34489a160e3cf0ab1fa94,Greatest Hits II,False,237186.0,36.0,0.374,0.343,10.0,-6.693,1.0,0.0312,0.686,3.32e-06,0.105,0.183,121.781,4.0,country,country
No MediocreT.I. Featuring Iggy Azalea,T.I. Featuring Iggy Azalea,No Mediocre,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",38aECKrbMv2F5FsYYCewCQ,https://p.scdn.co/mp3-preview/d516c2aad0612c2937ab6325c05879cc93f99c01?cid=b8d3901151d34489a160e3cf0ab1fa94,No Mediocre,True,201600.0,61.0,0.78,0.45,1.0,-9.539,1.0,0.0465,0.0826,0.0,0.0809,0.178,95.486,4.0,dance pop,pop
If I Die YoungThe Band Perry,The Band Perry,If I Die Young,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",4u26EevCNXMhlvE1xFBJwX,,The Band Perry,False,222773.0,69.0,0.606,0.497,4.0,-6.611,1.0,0.0277,0.348,0.0,0.275,0.362,130.739,4.0,country,country
How Deep Is Your LoveCalvin Harris & Disciples,Calvin Harris & Disciples,How Deep Is Your Love,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",22mek4IiqubGD9ctzxc69s,https://p.scdn.co/mp3-preview/cf1be40ee1b6e350bb6ae77f71f17cbbf63f45e7?cid=b8d3901151d34489a160e3cf0ab1fa94,How Deep Is Your Love,False,212640.0,78.0,0.738,0.868,11.0,-4.373,0.0,0.0731,0.0389,0.00171,0.388,0.336,122.003,4.0,dance pop,pop
For You I Will (Confidence)Teddy Geiger,Teddy Geiger,For You I Will (Confidence),"['acoustic pop', 'la pop', 'neo mellow', 'pop rock', 'transpop']",2ijMU9lYFCvGBzgwJ8Sd8q,https://p.scdn.co/mp3-preview/63a834e6257d7335044179c9b870da270235c30c?cid=b8d3901151d34489a160e3cf0ab1fa94,Underage Thinking,False,228880.0,48.0,0.315,0.751,1.0,-5.74,0.0,0.0517,0.0041,0.0,0.0984,0.272,119.566,4.0,pop rock,rock
HumanChristina Perri,Christina Perri,Human,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",1x80xTzSL7pok3M5JC3oJz,https://p.scdn.co/mp3-preview/424c533fa789fc3787d658abb491ed1cee3fb9ef?cid=b8d3901151d34489a160e3cf0ab1fa94,head or heart,False,250706.0,66.0,0.439,0.489,8.0,-6.286,1.0,0.0368,0.132,0.000643,0.114,0.253,143.808,4.0,dance pop,pop
HumanThe Killers,The Killers,Human,"['modern rock', 'permanent wave', 'rock']",1sTsuZTdANkiFd7T34H3nb,,Day & Age (Bonus Tracks),False,245373.0,74.0,0.557,0.8,10.0,-8.477,1.0,0.0601,0.00132,0.0012,0.0906,0.582,135.47,4.0,rock,rock
My Drink N' My 2 StepCassidy Featuring Swizz Beatz,Cassidy Featuring Swizz Beatz,My Drink N' My 2 Step,"['adult standards', 'folk', 'lilith', 'vocal jazz']",2TXB3vQ1IdfQ8u1S0tyLvU,https://p.scdn.co/mp3-preview/98f8185f5b8378550bf2963590907cb89445b1c4?cid=b8d3901151d34489a160e3cf0ab1fa94,B.A.R.S. The Barry Adrian Reese Story,True,192866.0,46.0,0.642,0.835,1.0,-4.501,1.0,0.293,0.206,0.0,0.135,0.553,86.662,4.0,lilith,lilith
Fast Cars And FreedomRascal Flatts,Rascal Flatts,Fast Cars And Freedom,"['contemporary country', 'country', 'country road']",0CKba2KBPP9TFbh5Nf8i4P,,Feels Like Today,False,262186.0,56.0,0.617,0.8,3.0,-4.669,0.0,0.0303,0.0172,3.19e-05,0.179,0.634,117.955,4.0,country,country
Kiss Tomorrow GoodbyeLuke Bryan,Luke Bryan,Kiss Tomorrow Goodbye,"['contemporary country', 'country', 'country road']",4ZF2WDTBVFihfTkxfme8JE,,Tailgates & Tanlines,False,203133.0,58.0,0.571,0.937,5.0,-3.467,0.0,0.0365,0.0064,0.0,0.316,0.584,115.013,4.0,country,country
FunPitbull Featuring Chris Brown,Pitbull Featuring Chris Brown,Fun,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",6Zo3wgDE076K2AuiGZF3CS,https://p.scdn.co/mp3-preview/ebac4a9d141c2cb23a70a0c9812c4db5abdf8e9a?cid=b8d3901151d34489a160e3cf0ab1fa94,Globalization,False,202306.0,62.0,0.793,0.774,0.0,-3.667,0.0,0.0478,0.156,0.0,0.193,0.547,113.967,4.0,dance pop,pop
Not A Day Goes ByLonestar,Lonestar,Not A Day Goes By,"['contemporary country', 'country', 'country road']",5hPZdsAI8Jo0mhq5J829Tb,https://p.scdn.co/mp3-preview/f76a6c5cacb9c226ef51ec266396102b3d80da9a?cid=b8d3901151d34489a160e3cf0ab1fa94,I'm Already There,False,248040.0,46.0,0.53,0.305,6.0,-8.568,1.0,0.028,0.492,0.0,0.137,0.221,127.318,4.0,country,country
I Hate EverythingGeorge Strait,George Strait,I Hate Everything,"['contemporary country', 'country', 'country road']",6r4LyNgkR7DmwgKj8Hbe6r,,50 Number Ones,False,235426.0,51.0,0.584,0.545,10.0,-9.985,1.0,0.0279,0.343,0.000794,0.208,0.509,90.94,4.0,country,country
Go OnGeorge Strait,George Strait,Go On,"['contemporary country', 'country', 'country road']",0xwGijsqQXxQTJqIVXCFvY,,50 Number Ones,False,201760.0,40.0,0.706,0.551,8.0,-8.474,1.0,0.0241,0.454,0.00934,0.272,0.474,104.513,4.0,country,country
Habits (Stay High)Tove Lo,Tove Lo,Habits (Stay High),"['dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'swedish electropop', 'swedish pop', 'swedish synthpop', 'tropical house']",14OxJlLdcHNpgsm4DRwDOB,,Queen Of The Clouds,False,209160.0,69.0,0.733,0.65,5.0,-3.539,1.0,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003,4.0,dance pop,pop
Highway 20 RideZac Brown Band,Zac Brown Band,Highway 20 Ride,"['contemporary country', 'country', 'country road', 'modern country rock']",7J06GPr8b6A0zRHTZhah6s,https://p.scdn.co/mp3-preview/0f4a26377eb99afdd4c995887ec08634041e5dc3?cid=b8d3901151d34489a160e3cf0ab1fa94,The Foundation,False,229280.0,58.0,0.55,0.402,3.0,-7.195,1.0,0.0339,0.551,1.38e-05,0.105,0.428,76.105,4.0,country,country
I Miss My FriendDarryl Worley,Darryl Worley,I Miss My Friend,"['contemporary country', 'country', 'country road', 'modern country rock']",0qnoS5hMZMphvKWi0D2LQh,,I Miss My Friend,False,242927.0,46.0,0.56,0.468,4.0,-7.81,1.0,0.0254,0.161,3.73e-05,0.0858,0.43,140.058,4.0,country,country
Got To Get ItSisqo Featuring Make It Hot,Sisqo Featuring Make It Hot,Got To Get It,"['dance pop', 'hip pop', 'new jack swing', 'r&b', 'urban contemporary']",5z17Oquw4RhTv8VaqOvDt0,,Unleash The Dragon,True,174666.0,45.0,0.77,0.79,10.0,-6.583,0.0,0.0711,0.128,0.0,0.0658,0.752,101.896,4.0,dance pop,pop
It Goes Like ThisThomas Rhett,Thomas Rhett,It Goes Like This,"['contemporary country', 'country', 'country road', 'modern country rock']",6GsAD8PgHxmEuIPTG8GP3M,,It Goes Like This,False,186080.0,64.0,0.543,0.837,11.0,-6.448,1.0,0.0608,0.117,0.0,0.0872,0.506,168.056,4.0,country,country
Grindin'Clipse,Clipse,Grindin',"['alternative hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop']",3XrvEifl0hIzgBGUa5jBLS,https://p.scdn.co/mp3-preview/e355ae322c728d0507f0ca2b28cf5b720d26214d?cid=b8d3901151d34489a160e3cf0ab1fa94,Lord Willin',True,264760.0,56.0,0.592,0.77,1.0,-3.402,1.0,0.318,0.122,1.22e-06,0.103,0.361,191.692,4.0,rap,rap
Life Is A HighwayRascal Flatts,Rascal Flatts,Life Is A Highway,"['contemporary country', 'country', 'country road']",2Fs18NaCDuluPG1DHGw1XG,,Me And My Gang,False,276320.0,73.0,0.582,0.952,5.0,-3.848,1.0,0.0731,0.00324,0.0,0.223,0.655,103.027,4.0,country,country
L.A.LOVE (la la)Fergie,Fergie,L.A.LOVE (la la),"['dance pop', 'pop', 'pop rap', 'post-teen pop']",,,,,,,,,,,,,,,,,,,dance pop,pop
Gangsta LuvSnoop Dogg Featuring The-Dream,Snoop Dogg Featuring The-Dream,Gangsta Luv,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",1E8wif6bVXurUgxV8Gfwrw,,Malice 'N Wonderland,False,256546.0,50.0,0.59,0.735,2.0,-4.924,1.0,0.297,0.0277,0.0,0.0818,0.398,102.076,4.0,rap,rap
Got Your BackT.I. Featuring Keri Hilson,T.I. Featuring Keri Hilson,Got Your Back,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2aZ8Mfrh353IAYOrXrDtBA,https://p.scdn.co/mp3-preview/9f94e97130e387df884b4af56c6e9fe231983ac9?cid=b8d3901151d34489a160e3cf0ab1fa94,F*ck A Mixtape,True,274526.0,49.0,0.553,0.472,8.0,-12.819,1.0,0.501,0.0117,0.0,0.398,0.652,146.841,4.0,dance pop,pop
Hey Baby (Drop It To The Floor)Pitbull Featuring T-Pain,Pitbull Featuring T-Pain,Hey Baby (Drop It To The Floor),"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",3rfhI32Il2hVRKDkuGeeen,https://p.scdn.co/mp3-preview/1c794d9addd2361fbc1a69a68f6b687453956258?cid=b8d3901151d34489a160e3cf0ab1fa94,Planet Pit (Deluxe Version),False,234453.0,66.0,0.595,0.913,10.0,-3.428,0.0,0.0884,0.0435,0.0,0.259,0.762,128.021,4.0,dance pop,pop
If I Fall You're Going Down With MeDixie Chicks,Dixie Chicks,If I Fall You're Going Down With Me,"['contemporary country', 'country', 'country dawn']",2MMZ1Llts0rTaU834P2Xct,https://p.scdn.co/mp3-preview/0488762b4f3c340d6ce7507081c2e7a079e6b947?cid=b8d3901151d34489a160e3cf0ab1fa94,Fly,False,183200.0,42.0,0.722,0.81,8.0,-7.463,1.0,0.0336,0.119,7.13e-06,0.377,0.561,123.272,4.0,country,country
I See YouLuke Bryan,Luke Bryan,I See You,"['contemporary country', 'country', 'country road']",3Z3D2hnbZnveVhTuOifJyt,,Crash My Party,False,185986.0,58.0,0.661,0.81,6.0,-3.363,1.0,0.0363,0.0884,0.0,0.0464,0.722,129.988,4.0,country,country
HomegrownZac Brown Band,Zac Brown Band,Homegrown,"['contemporary country', 'country', 'country road', 'modern country rock']",1qwnPVOIJjAFfCc40Etb1D,,JEKYLL + HYDE,False,205000.0,68.0,0.717,0.796,6.0,-3.677,1.0,0.0303,0.0189,8.94e-05,0.19,0.942,105.017,4.0,country,country
GhostElla Henderson,Ella Henderson,Ghost,"['dance pop', 'pop', 'post-teen pop', 'talent show', 'tropical house', 'uk pop']",4z7gh3aIZV9arbL9jJSc5J,https://p.scdn.co/mp3-preview/5aec6594c100b2f7fe651039326037a33f74e71b?cid=b8d3901151d34489a160e3cf0ab1fa94,Chapter One,False,213213.0,58.0,0.68,0.84,9.0,-3.823,1.0,0.0415,0.0457,8.38e-06,0.143,0.468,104.985,4.0,dance pop,pop
Little MomentsBrad Paisley,Brad Paisley,Little Moments,"['contemporary country', 'country', 'country road']",7nJrhBDkUSHASFzopvgygk,https://p.scdn.co/mp3-preview/6464d5db2b77e40e9b242bc2c64731a8c1463218?cid=b8d3901151d34489a160e3cf0ab1fa94,Hits Alive,False,221066.0,52.0,0.558,0.551,9.0,-6.333,1.0,0.0263,0.245,4.19e-06,0.231,0.347,78.374,4.0,country,country
Keep Me In MindZac Brown Band,Zac Brown Band,Keep Me In Mind,"['contemporary country', 'country', 'country road', 'modern country rock']",7zNM46fo01dCBidY4yGNTZ,https://p.scdn.co/mp3-preview/beabe02cf782dd63eeca14ad8fbad477fa71202a?cid=b8d3901151d34489a160e3cf0ab1fa94,You Get What You Give (Deluxe),False,214106.0,57.0,0.684,0.715,6.0,-6.132,1.0,0.0336,0.159,0.0,0.181,0.563,96.018,4.0,country,country
Fall Into MeEmerson Drive,Emerson Drive,Fall Into Me,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",2bVFvGBU2ihWJgMRPcav5r,,Emerson Drive,False,168866.0,43.0,0.496,0.822,2.0,-4.899,1.0,0.034,0.219,0.0,0.361,0.615,97.01,4.0,country,country
No More (Baby I'ma Do Right)3LW,3LW,No More (Baby I'ma Do Right),"['girl group', 'hip pop', 'r&b', 'urban contemporary']",5zn1hpm9N0ylKB7kOtpCw2,https://p.scdn.co/mp3-preview/b1e0dd7680a00c5945c8fc4e8414c592444c2285?cid=b8d3901151d34489a160e3cf0ab1fa94,3LW,False,263440.0,57.0,0.721,0.723,2.0,-7.08,0.0,0.0631,0.102,4.4e-06,0.0651,0.761,88.933,4.0,r&b,r&b
It's Over Now112,112,It's Over Now,"['atl hip hop', 'boy band', 'dance pop', 'gangster rap', 'hip pop', 'new jack swing', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",769geiA8btidGHda4BBDOJ,https://p.scdn.co/mp3-preview/dad203658d8d9c64544caa8c8a8292737b104215?cid=b8d3901151d34489a160e3cf0ab1fa94,Part III,False,264933.0,64.0,0.66,0.71,1.0,-4.541,1.0,0.0409,0.0106,7.01e-06,0.0736,0.233,97.988,4.0,dance pop,pop
I Luv ItYoung Jeezy,Young Jeezy,I Luv It,[],,,,,,,,,,,,,,,,,,,,
More Than WordsFrankie J,Frankie J,More Than Words,"['dance pop', 'pop rap', 'r&b', 'urban contemporary']",4RQFyVdJpn87nbz4pUGCRX,https://p.scdn.co/mp3-preview/dcddc2b826b10ae551fd87381a8fbba914be649b?cid=b8d3901151d34489a160e3cf0ab1fa94,Playlist: The Very Best Of Frankie J,False,242186.0,37.0,0.733,0.405,7.0,-8.74,1.0,0.0278,0.291,0.0,0.365,0.467,100.02,4.0,dance pop,pop
If You Love MeMint Condition,Mint Condition,If You Love Me,"['funk', 'hip pop', 'minneapolis sound', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",3VZMAx8GdrO73kvTZDD8rU,https://p.scdn.co/mp3-preview/f38e2e0237abe1696af8af983d01430bc8634824?cid=b8d3901151d34489a160e3cf0ab1fa94,Life's Aquarium,False,385719.0,40.0,0.442,0.585,6.0,-6.012,1.0,0.0305,0.606,5.85e-05,0.185,0.233,118.736,4.0,r&b,r&b
Letting Go (Dutty Love)Sean Kingston Featuring Nicki Minaj,Sean Kingston Featuring Nicki Minaj,Letting Go (Dutty Love),"['dance pop', 'miami hip hop', 'pop', 'post-teen pop', 'urban contemporary']",0wDbYIl4fN2mccHczCJqEf,https://p.scdn.co/mp3-preview/078fdebce47b55c412a06bf4d2c17426127aca32?cid=b8d3901151d34489a160e3cf0ab1fa94,Letting Go (Dutty Love) featuring Nicki Minaj,False,230600.0,59.0,0.792,0.808,5.0,-4.156,1.0,0.0963,0.335,0.0,0.269,0.709,92.064,4.0,dance pop,pop
No Flex ZoneRae Sremmurd,Rae Sremmurd,No Flex Zone,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2L8cFPItBljPNJgPjTnuIf,,SremmLife,True,231066.0,62.0,0.925,0.519,8.0,-6.055,1.0,0.104,0.00412,0.0,0.0971,0.247,120.08,4.0,pop rap,rap
"No New Friends (SFTB Remix)DJ Khaled Featuring Drake, Rick Ross & Lil Wayne","DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",No New Friends (SFTB Remix),"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",04a1HkNH7LFsG5mEiLN7vl,,Suffering From Success,True,308333.0,57.0,0.703,0.681,2.0,-6.356,1.0,0.133,0.00589,0.0,0.449,0.245,124.928,4.0,dance pop,pop
Graduation (Friends Forever)Vitamin C,Vitamin C,Graduation (Friends Forever),"['dance pop', 'europop']",45V4Mk7vZV2b9JfSWuUX9m,https://p.scdn.co/mp3-preview/229009d6d933b3b37c470b4abb617e95ff859cfb?cid=b8d3901151d34489a160e3cf0ab1fa94,Vitamin C,False,340613.0,57.0,0.583,0.637,0.0,-6.464,1.0,0.0459,0.00722,0.0419,0.177,0.315,80.004,4.0,dance pop,pop
Here For The PartyGretchen Wilson,Gretchen Wilson,Here For The Party,"['contemporary country', 'country', 'country dawn', 'country road']",0SuzUhWAgStNIMZR4jEGgk,https://p.scdn.co/mp3-preview/b6556dec53f56e9e4dce43e0d682cdcf80f4b852?cid=b8d3901151d34489a160e3cf0ab1fa94,Here For The Party,False,196760.0,55.0,0.656,0.717,0.0,-4.871,1.0,0.0279,0.0127,1.22e-05,0.904,0.809,123.988,4.0,country,country
