Song,Performer,SongID,Year,Peak Position,Artist_Name
Nothing,The Script,NothingThe Script,2011,32.0,The Script
Nothing,The Script,NothingThe Script,2012,32.0,The Script
Lullaby,Nickelback,LullabyNickelback,2011,89.0,Nickelback
Lullaby,Nickelback,LullabyNickelback,2011,89.0,Shawn Mullins
Lullaby,Nickelback,LullabyNickelback,2011,89.0,The Cure
New God Flow,Pusha T Kanye West,New God FlowPusha T Kanye West,2012,89.0,Kanye West
Guap,Big Sean,GuapBig Sean,2012,71.0,Big Sean
Guap,Big Sean,GuapBig Sean,2013,71.0,Big Sean
Mama's Broken Heart,Miranda Lambert,Mama's Broken HeartMiranda Lambert,2013,20.0,Miranda Lambert
Next To Me,Emeli Sande,Next To MeEmeli Sande,2013,25.0,Emeli Sande
LoveHate Thing,Wale Featuring Sam Dew,LoveHate ThingWale Featuring Sam Dew,2013,89.0,Wale
Helluva Life,Frankie Ballard,Helluva LifeFrankie Ballard,2013,51.0,Frankie Ballard
Helluva Life,Frankie Ballard,Helluva LifeFrankie Ballard,2014,51.0,Frankie Ballard
My Story,R. Kelly Featuring 2 Chainz,My StoryR. Kelly Featuring 2 Chainz,2013,89.0,R. Kelly
John Doe,B.o.B Featuring Priscilla,John DoeB.o.B Featuring Priscilla,2014,69.0,B.o.B
John Doe,B.o.B Featuring Priscilla,John DoeB.o.B Featuring Priscilla,2014,69.0,Public Announcement
John Doe,Public Announcement Featuring LeLe,John DoePublic Announcement Featuring LeLe,2001,95.0,B.o.B
John Doe,Public Announcement Featuring LeLe,John DoePublic Announcement Featuring LeLe,2001,95.0,Public Announcement
I Don't Dance,Lee Brice,I Don't DanceLee Brice,2014,33.0,Lee Brice
I Don't Dance,Lee Brice,I Don't DanceLee Brice,2014,33.0,Corbin Bleu
I Don't Dance,Corbin Bleu & Lucas Grabeel,I Don't DanceCorbin Bleu & Lucas Grabeel,2007,70.0,Lee Brice
I Don't Dance,Corbin Bleu & Lucas Grabeel,I Don't DanceCorbin Bleu & Lucas Grabeel,2007,70.0,Corbin Bleu
Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,LifestyleRich Gang Featuring Young Thug & Rich Homie Quan,2014,16.0,Rich Gang
Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,LifestyleRich Gang Featuring Young Thug & Rich Homie Quan,2015,16.0,Rich Gang
Heroes (We Could Be),Alesso Featuring Tove Lo,Heroes (We Could Be)Alesso Featuring Tove Lo,2014,31.0,Alesso
Heroes (We Could Be),Alesso Featuring Tove Lo,Heroes (We Could Be)Alesso Featuring Tove Lo,2015,31.0,Alesso
I See You,Luke Bryan,I See YouLuke Bryan,2014,41.0,Luke Bryan
I See You,Luke Bryan,I See YouLuke Bryan,2014,41.0,Cathy & Joe
I See You,Luke Bryan,I See YouLuke Bryan,2015,41.0,Luke Bryan
I See You,Luke Bryan,I See YouLuke Bryan,2015,41.0,Cathy & Joe
Nobody Love,Tori Kelly,Nobody LoveTori Kelly,2015,60.0,Tori Kelly
From Tha Chuuuch To Da Palace,Snoop Dogg,From Tha Chuuuch To Da PalaceSnoop Dogg,2002,77.0,Snoop Dogg
From Tha Chuuuch To Da Palace,Snoop Dogg,From Tha Chuuuch To Da PalaceSnoop Dogg,2003,77.0,Snoop Dogg
Let's Get Down,Bow Wow Featuring Baby,Let's Get DownBow Wow Featuring Baby,2003,14.0,Bow Wow
If Heaven,Andy Griggs,If HeavenAndy Griggs,2005,65.0,Andy Griggs
Lonely,Akon,LonelyAkon,2005,4.0,Akon
Girl,Destiny's Child,GirlDestiny's Child,2005,23.0,Paul Wall
Girl,Destiny's Child,GirlDestiny's Child,2005,23.0,Beck
Girl,Destiny's Child,GirlDestiny's Child,2005,23.0,Destiny's Child
Girl,Beck,GirlBeck,2005,100.0,Paul Wall
Girl,Beck,GirlBeck,2005,100.0,Beck
Girl,Beck,GirlBeck,2005,100.0,Destiny's Child
Girl,Paul Wall,GirlPaul Wall,2006,35.0,Paul Wall
Girl,Paul Wall,GirlPaul Wall,2006,35.0,Beck
Girl,Paul Wall,GirlPaul Wall,2006,35.0,Destiny's Child
Making Memories Of Us,Keith Urban,Making Memories Of UsKeith Urban,2005,34.0,Keith Urban
Nada Es Para Siempre,Luis Fonsi,Nada Es Para SiempreLuis Fonsi,2005,90.0,Luis Fonsi
I Think They Like Me,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow","I Think They Like MeDem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",2005,15.0,Dem Franchize Boyz
I Think They Like Me,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow","I Think They Like MeDem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",2006,15.0,Dem Franchize Boyz
For You I Will (Confidence),Teddy Geiger,For You I Will (Confidence)Teddy Geiger,2006,29.0,Teddy Geiger
Enough Cryin,Mary J. Blige Featuring Brook-Lyn,Enough CryinMary J. Blige Featuring Brook-Lyn,2006,32.0,Mary J. Blige
Hustlin',Rick Ross,Hustlin'Rick Ross,2006,54.0,Rick Ross
Feels Just Like It Should,Pat Green,Feels Just Like It ShouldPat Green,2006,80.0,Pat Green
Ladies Love Country Boys,Trace Adkins,Ladies Love Country BoysTrace Adkins,2006,61.0,Trace Adkins
Ladies Love Country Boys,Trace Adkins,Ladies Love Country BoysTrace Adkins,2007,61.0,Trace Adkins
I'm A Flirt,R. Kelly Or Bow Wow (Featuring T.I. & T-Pain),I'm A FlirtR. Kelly Or Bow Wow (Featuring T.I. & T-Pain),2007,12.0,R. Kelly
Keep Your Mind Wide Open,AnnaSophia Robb,Keep Your Mind Wide OpenAnnaSophia Robb,2007,90.0,AnnaSophia Robb
Everyday,Zac Efron & Vanessa Anne Hudgens,EverydayZac Efron & Vanessa Anne Hudgens,2007,65.0,Zac Efron
Everyday,Zac Efron & Vanessa Anne Hudgens,EverydayZac Efron & Vanessa Anne Hudgens,2007,65.0,Phil Collins
Everyday,Zac Efron & Vanessa Anne Hudgens,EverydayZac Efron & Vanessa Anne Hudgens,2007,65.0,James Taylor
Everyday,Zac Efron & Vanessa Anne Hudgens,EverydayZac Efron & Vanessa Anne Hudgens,2007,65.0,John Denver
Everyday,A$AP Rocky Featuring Rod Stewart x Miguel x Mark Ronson,EverydayA$AP Rocky Featuring Rod Stewart x Miguel x Mark Ronson,2015,92.0,Zac Efron
Everyday,A$AP Rocky Featuring Rod Stewart x Miguel x Mark Ronson,EverydayA$AP Rocky Featuring Rod Stewart x Miguel x Mark Ronson,2015,92.0,Phil Collins
Everyday,A$AP Rocky Featuring Rod Stewart x Miguel x Mark Ronson,EverydayA$AP Rocky Featuring Rod Stewart x Miguel x Mark Ronson,2015,92.0,James Taylor
Everyday,A$AP Rocky Featuring Rod Stewart x Miguel x Mark Ronson,EverydayA$AP Rocky Featuring Rod Stewart x Miguel x Mark Ronson,2015,92.0,John Denver
Money In The Bank,Swizz Beatz,Money In The BankSwizz Beatz,2007,84.0,Lil Scrappy
Money In The Bank,Swizz Beatz,Money In The BankSwizz Beatz,2007,84.0,Swizz Beatz
Money In The Bank,Lil Scrappy Featuring Young Buck,Money In The BankLil Scrappy Featuring Young Buck,2006,28.0,Lil Scrappy
Money In The Bank,Lil Scrappy Featuring Young Buck,Money In The BankLil Scrappy Featuring Young Buck,2006,28.0,Swizz Beatz
Money In The Bank,Lil Scrappy Featuring Young Buck,Money In The BankLil Scrappy Featuring Young Buck,2007,28.0,Lil Scrappy
Money In The Bank,Lil Scrappy Featuring Young Buck,Money In The BankLil Scrappy Featuring Young Buck,2007,28.0,Swizz Beatz
Headlines (Friendship Never Ends),Spice Girls,Headlines (Friendship Never Ends)Spice Girls,2007,90.0,Spice Girls
Not Meant To Be,Theory Of A Deadman,Not Meant To BeTheory Of A Deadman,2009,55.0,Theory Of A Deadman
Love Your Love The Most,Eric Church,Love Your Love The MostEric Church,2009,63.0,Eric Church
I'm Alive,Kenny Chesney With Dave Matthews,I'm AliveKenny Chesney With Dave Matthews,2009,32.0,Kenny Chesney
I'm Alive,Kenny Chesney With Dave Matthews,I'm AliveKenny Chesney With Dave Matthews,2009,32.0,David Cook
I'm Alive,Kenny Chesney With Dave Matthews,I'm AliveKenny Chesney With Dave Matthews,2009,32.0,Neil Diamond
I'm Alive,Kenny Chesney With Dave Matthews,I'm AliveKenny Chesney With Dave Matthews,2009,32.0,Electric Light Orchestra
I'm Alive,Kenny Chesney With Dave Matthews,I'm AliveKenny Chesney With Dave Matthews,2009,32.0,Gamma
I'm Alive,David Cook,I'm AliveDavid Cook,2008,99.0,Kenny Chesney
I'm Alive,David Cook,I'm AliveDavid Cook,2008,99.0,David Cook
I'm Alive,David Cook,I'm AliveDavid Cook,2008,99.0,Neil Diamond
I'm Alive,David Cook,I'm AliveDavid Cook,2008,99.0,Electric Light Orchestra
I'm Alive,David Cook,I'm AliveDavid Cook,2008,99.0,Gamma
I Invented Sex,Trey Songz Featuring Drake,I Invented SexTrey Songz Featuring Drake,2009,42.0,Trey Songz
I Invented Sex,Trey Songz Featuring Drake,I Invented SexTrey Songz Featuring Drake,2010,42.0,Trey Songz
Driving Me Crazy,Sam Adams,Driving Me CrazySam Adams,2010,90.0,Sam Adams
I Keep On Loving You,Reba,I Keep On Loving YouReba,2010,78.0,Reba McEntire
If It's Love,Train,If It's LoveTrain,2010,34.0,Train
Moving To Mars,Coldplay,Moving To MarsColdplay,2011,90.0,Coldplay
Love Don't Run,Steve Holy,Love Don't RunSteve Holy,2011,78.0,Steve Holy
Nightmares Of The Bottom,Lil Wayne,Nightmares Of The BottomLil Wayne,2011,90.0,Lil Wayne
I Don't Want This Night To End,Luke Bryan,I Don't Want This Night To EndLuke Bryan,2011,22.0,Luke Bryan
I Don't Want This Night To End,Luke Bryan,I Don't Want This Night To EndLuke Bryan,2012,22.0,Luke Bryan
Feel So Close,Calvin Harris,Feel So CloseCalvin Harris,2012,12.0,Calvin Harris
Ho Hey,The Lumineers,Ho HeyThe Lumineers,2012,3.0,The Lumineers
Ho Hey,The Lumineers,Ho HeyThe Lumineers,2013,3.0,The Lumineers
Gold,Britt Nicole,GoldBritt Nicole,2013,83.0,Britt Nicole
Gold,Britt Nicole,GoldBritt Nicole,2013,83.0,Prince
Gold,Britt Nicole,GoldBritt Nicole,2013,83.0,Spandau Ballet
Gold,Britt Nicole,GoldBritt Nicole,2013,83.0,John Stewart
It Won't Stop,Sevyn Streeter Featuring Chris Brown,It Won't StopSevyn Streeter Featuring Chris Brown,2013,30.0,Sevyn Streeter
It Won't Stop,Sevyn Streeter Featuring Chris Brown,It Won't StopSevyn Streeter Featuring Chris Brown,2014,30.0,Sevyn Streeter
Drink To That All Night,Jerrod Niemann,Drink To That All NightJerrod Niemann,2014,34.0,Jerrod Niemann
I'm Not Gonna Miss You,Glen Campbell,I'm Not Gonna Miss YouGlen Campbell,2014,90.0,Glen Campbell
Geronimo,Sheppard,GeronimoSheppard,2014,53.0,Sheppard
Geronimo,Sheppard,GeronimoSheppard,2015,53.0,Sheppard
Have Yourself A Merry Little Christmas,Sam Smith,Have Yourself A Merry Little ChristmasSam Smith,2014,90.0,Sam Smith
Loving You Easy,Zac Brown Band,Loving You EasyZac Brown Band,2015,40.0,Zac Brown Band
Get Used To It,Justin Bieber,Get Used To ItJustin Bieber,2015,90.0,Roger Voudouris
Brotha,Angie Stone,BrothaAngie Stone,2001,52.0,Angie Stone
Brotha,Angie Stone,BrothaAngie Stone,2002,52.0,Angie Stone
Stand,Rascal Flatts,StandRascal Flatts,2007,46.0,Rascal Flatts
Stand,Rascal Flatts,StandRascal Flatts,2007,46.0,Poison
Stand,Rascal Flatts,StandRascal Flatts,2007,46.0,R.E.M.
All Over The Road,Easton Corbin,All Over The RoadEaston Corbin,2013,51.0,Easton Corbin
Sunny And 75,Joe Nichols,Sunny And 75Joe Nichols,2013,39.0,Joe Nichols
Sunny And 75,Joe Nichols,Sunny And 75Joe Nichols,2014,39.0,Joe Nichols
Stolen Dance,Milky Chance,Stolen DanceMilky Chance,2014,39.0,Milky Chance
Stolen Dance,Milky Chance,Stolen DanceMilky Chance,2015,39.0,Milky Chance
Po' Folks,Nappy Roots Featuring Anthony Hamilton,Po' FolksNappy Roots Featuring Anthony Hamilton,2002,21.0,Nappy Roots
Crazy Bitch,Buckcherry,Crazy BitchBuckcherry,2006,59.0,Buckcherry
Out Here Grindin,"DJ Khaled Feat. Akon, Plies, Young Jeezy, Rick Ross, Ace Hood, Trick Daddy & Lil' Boosie","Out Here GrindinDJ Khaled Feat. Akon, Plies, Young Jeezy, Rick Ross, Ace Hood, Trick Daddy & Lil' Boosie",2008,38.0,DJ Khaled
The Adventures Of Rain Dance Maggie,Red Hot Chili Peppers,The Adventures Of Rain Dance MaggieRed Hot Chili Peppers,2011,38.0,Red Hot Chili Peppers
Party People,Nelly Featuring Fergie,Party PeopleNelly Featuring Fergie,2008,40.0,Nelly
A Thousand Years,Christina Perri,A Thousand YearsChristina Perri,2011,31.0,Sawyer Fredericks
A Thousand Years,Christina Perri,A Thousand YearsChristina Perri,2011,31.0,Christina Perri
A Thousand Years,Christina Perri,A Thousand YearsChristina Perri,2012,31.0,Sawyer Fredericks
A Thousand Years,Christina Perri,A Thousand YearsChristina Perri,2012,31.0,Christina Perri
A Thousand Years,Sawyer Fredericks,A Thousand YearsSawyer Fredericks,2015,94.0,Sawyer Fredericks
A Thousand Years,Sawyer Fredericks,A Thousand YearsSawyer Fredericks,2015,94.0,Christina Perri
Right Now,Rihanna Featuring David Guetta,Right NowRihanna Featuring David Guetta,2013,50.0,Rihanna
Right Now,Rihanna Featuring David Guetta,Right NowRihanna Featuring David Guetta,2013,50.0,Al B. Sure!
Right Now,Rihanna Featuring David Guetta,Right NowRihanna Featuring David Guetta,2013,50.0,Van Halen
Pain,Three Days Grace,PainThree Days Grace,2007,44.0,Three Days Grace
Pain,Three Days Grace,PainThree Days Grace,2007,44.0,Jimmy Eat World
Pain,Three Days Grace,PainThree Days Grace,2007,44.0,Ohio Players
Pain,Three Days Grace,PainThree Days Grace,2006,44.0,Three Days Grace
Pain,Three Days Grace,PainThree Days Grace,2006,44.0,Jimmy Eat World
Pain,Three Days Grace,PainThree Days Grace,2006,44.0,Ohio Players
Pain,Jimmy Eat World,PainJimmy Eat World,2005,93.0,Three Days Grace
Pain,Jimmy Eat World,PainJimmy Eat World,2005,93.0,Jimmy Eat World
Pain,Jimmy Eat World,PainJimmy Eat World,2005,93.0,Ohio Players
Rewind,Rascal Flatts,RewindRascal Flatts,2014,38.0,Rascal Flatts
Second Chance,Shinedown,Second ChanceShinedown,2009,7.0,Shinedown
Second Chance,Shinedown,Second ChanceShinedown,2009,7.0,Tyler Collins
Second Chance,Shinedown,Second ChanceShinedown,2009,7.0,38 Special
Second Chance,Shinedown,Second ChanceShinedown,2008,7.0,Shinedown
Second Chance,Shinedown,Second ChanceShinedown,2008,7.0,Tyler Collins
Second Chance,Shinedown,Second ChanceShinedown,2008,7.0,38 Special
Put A Girl In It,Brooks & Dunn,Put A Girl In ItBrooks & Dunn,2008,54.0,Brooks & Dunn
Read My Mind,The Killers,Read My MindThe Killers,2007,62.0,The Killers
Beer Money,Kip Moore,Beer MoneyKip Moore,2012,51.0,Kip Moore
Beer Money,Kip Moore,Beer MoneyKip Moore,2013,51.0,Kip Moore
Take Me To Church,Hozier,Take Me To ChurchHozier,2014,2.0,Hozier
Take Me To Church,Hozier,Take Me To ChurchHozier,2014,2.0,Matt McAndrew
Take Me To Church,Hozier,Take Me To ChurchHozier,2015,2.0,Hozier
Take Me To Church,Hozier,Take Me To ChurchHozier,2015,2.0,Matt McAndrew
Take Me To Church,Matt McAndrew,Take Me To ChurchMatt McAndrew,2014,92.0,Hozier
Take Me To Church,Matt McAndrew,Take Me To ChurchMatt McAndrew,2014,92.0,Matt McAndrew
Raise 'Em Up,Keith Urban Featuring Eric Church,Raise 'Em UpKeith Urban Featuring Eric Church,2015,56.0,Keith Urban
Budapest,George Ezra,BudapestGeorge Ezra,2015,32.0,George Ezra
Pretty Wings,Maxwell,Pretty WingsMaxwell,2009,33.0,Maxwell
A Little More Country Than That,Easton Corbin,A Little More Country Than ThatEaston Corbin,2010,42.0,Easton Corbin
99.9% Sure (I've Never Been Here Before),Brian McComas,99.9% Sure (I've Never Been Here Before)Brian McComas,2003,57.0,Brian McComas
Push It,Rick Ross,Push ItRick Ross,2006,57.0,Rick Ross
Push It,Rick Ross,Push ItRick Ross,2006,57.0,Garbage
Push It,Rick Ross,Push ItRick Ross,2006,57.0,Salt-N-Pepa
Couldn't Last A Moment,Collin Raye,Couldn't Last A MomentCollin Raye,2000,43.0,Collin Raye
Prayer,Disturbed,PrayerDisturbed,2002,58.0,Disturbed
Prayer,Disturbed,PrayerDisturbed,2003,58.0,Disturbed
Beer In Mexico,Kenny Chesney,Beer In MexicoKenny Chesney,2007,61.0,Kenny Chesney
Ain't Worried About Nothin,French Montana,Ain't Worried About NothinFrench Montana,2013,63.0,French Montana
Aw Naw,Chris Young,Aw NawChris Young,2013,45.0,Chris Young
Sissy's Song,Alan Jackson,Sissy's SongAlan Jackson,2009,61.0,Alan Jackson
Be Yourself,Audioslave,Be YourselfAudioslave,2005,32.0,Audioslave
Project Chick,Cash Money Millionaires,Project ChickCash Money Millionaires,2001,47.0,Cash Money Millionaires
Project Chick,Cash Money Millionaires,Project ChickCash Money Millionaires,2000,47.0,Cash Money Millionaires
Anyway,Martina McBride,AnywayMartina McBride,2007,32.0,Martina McBride
Anonymous,Bobby Valentino Featuring Timbaland,AnonymousBobby Valentino Featuring Timbaland,2007,49.0,Bobby Valentino
Perfect Situation,Weezer,Perfect SituationWeezer,2006,51.0,Weezer
Perfect Situation,Weezer,Perfect SituationWeezer,2005,51.0,Weezer
Angels,Robbie Williams,AngelsRobbie Williams,2000,53.0,David Archuleta
Angels,Robbie Williams,AngelsRobbie Williams,2000,53.0,Robbie Williams
Angels,David Archuleta,AngelsDavid Archuleta,2008,89.0,David Archuleta
Angels,David Archuleta,AngelsDavid Archuleta,2008,89.0,Robbie Williams
(I Hate) Everything About You,Three Days Grace,(I Hate) Everything About YouThree Days Grace,2004,55.0,Three Days Grace
(I Hate) Everything About You,Three Days Grace,(I Hate) Everything About YouThree Days Grace,2003,55.0,Three Days Grace
Dem Boyz,Boyz N Da Hood,Dem BoyzBoyz N Da Hood,2005,56.0,Boyz N Da Hood
Diamonds From Sierra Leone,Kanye West,Diamonds From Sierra LeoneKanye West,2005,43.0,Kanye West
Red Lights,Tiesto,Red LightsTiesto,2014,56.0,Tiesto
B.M.F. (Blowin' Money Fast),Rick Ross Featuring Styles P,B.M.F. (Blowin' Money Fast)Rick Ross Featuring Styles P,2010,60.0,Rick Ross
Still Tippin',Mike Jones Featuring Slim Thug & Paul Wall,Still Tippin'Mike Jones Featuring Slim Thug & Paul Wall,2005,60.0,Mike Jones
Perfect Storm,Brad Paisley,Perfect StormBrad Paisley,2014,52.0,Brad Paisley
Perfect Storm,Brad Paisley,Perfect StormBrad Paisley,2015,52.0,Brad Paisley
Something's Gotta Give,LeAnn Rimes,Something's Gotta GiveLeAnn Rimes,2006,51.0,LeAnn Rimes
Deep Inside,Mary J. Blige,Deep InsideMary J. Blige,2000,63.0,Mary J. Blige
Riptide,Vance Joy,RiptideVance Joy,2014,30.0,Vance Joy
Riptide,Vance Joy,RiptideVance Joy,2015,30.0,Vance Joy
Purest Of Pain (A Puro Dolor),Son By Four,Purest Of Pain (A Puro Dolor)Son By Four,2000,26.0,Son By Four
Are You Gonna Be My Girl,Jet,Are You Gonna Be My GirlJet,2004,29.0,Jet
Are You Gonna Be My Girl,Jet,Are You Gonna Be My GirlJet,2003,29.0,Jet
All I Do Is Win,"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross","All I Do Is WinDJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross",2010,24.0,DJ Khaled
Am I The Only One,Dierks Bentley,Am I The Only OneDierks Bentley,2011,39.0,Dierks Bentley
Bag Of Money,"Wale Featuring Rick Ross, Meek Mill & T-Pain","Bag Of MoneyWale Featuring Rick Ross, Meek Mill & T-Pain",2012,64.0,Wale
'Til Summer Comes Around,Keith Urban,'Til Summer Comes AroundKeith Urban,2010,58.0,Keith Urban
One Hell Of An Amen,Brantley Gilbert,One Hell Of An AmenBrantley Gilbert,2015,44.0,Brantley Gilbert
19 You + Me,Dan + Shay,19 You + MeDan + Shay,2014,42.0,Dan & Shay
Awnaw,Nappy Roots,AwnawNappy Roots,2002,51.0,Nappy Roots
Beat Of The Music,Brett Eldredge,Beat Of The MusicBrett Eldredge,2014,44.0,Brett Eldredge
Rompe,Daddy Yankee,RompeDaddy Yankee,2006,24.0,Daddy Yankee
Rompe,Daddy Yankee,RompeDaddy Yankee,2005,24.0,Daddy Yankee
Somewhere Only We Know,Keane,Somewhere Only We KnowKeane,2005,50.0,Glee Cast
Somewhere Only We Know,Keane,Somewhere Only We KnowKeane,2005,50.0,Keane
Somewhere Only We Know,Glee Cast,Somewhere Only We KnowGlee Cast,2011,42.0,Glee Cast
Somewhere Only We Know,Glee Cast,Somewhere Only We KnowGlee Cast,2011,42.0,Keane
Talkin' To Me,Amerie,Talkin' To MeAmerie,2003,51.0,Amerie
Talkin' To Me,Amerie,Talkin' To MeAmerie,2002,51.0,Amerie
Don't Let Me Be Lonely,The Band Perry,Don't Let Me Be LonelyThe Band Perry,2013,59.0,The Band Perry
Don't Let Me Be Lonely,The Band Perry,Don't Let Me Be LonelyThe Band Perry,2014,59.0,The Band Perry
Carolina,Parmalee,CarolinaParmalee,2013,36.0,Parmalee
Carolina,Parmalee,CarolinaParmalee,2014,36.0,Parmalee
Pickin' Wildflowers,Keith Anderson,Pickin' WildflowersKeith Anderson,2005,64.0,Keith Anderson
Alyssa Lies,Jason Michael Carroll,Alyssa LiesJason Michael Carroll,2007,64.0,Jason Michael Carroll
She Couldn't Change Me,Montgomery Gentry,She Couldn't Change MeMontgomery Gentry,2001,37.0,Montgomery Gentry
Come Close To Me,Common Featuring Mary J. Blige,Come Close To MeCommon Featuring Mary J. Blige,2003,65.0,Common
Come Close To Me,Common Featuring Mary J. Blige,Come Close To MeCommon Featuring Mary J. Blige,2002,65.0,Common
Settlin',Sugarland,Settlin'Sugarland,2007,54.0,Sugarland
Away From The Sun,3 Doors Down,Away From The Sun3 Doors Down,2004,62.0,3 Doors Down
Boots On,Randy Houser,Boots OnRandy Houser,2009,53.0,Randy Houser
Bonfire,Craig Morgan,BonfireCraig Morgan,2009,57.0,Craig Morgan
Bonfire,Craig Morgan,BonfireCraig Morgan,2010,57.0,Craig Morgan
Body 2 Body,Ace Hood Featuring Chris Brown,Body 2 BodyAce Hood Featuring Chris Brown,2011,65.0,Ace Hood
Big Blue Note,Toby Keith,Big Blue NoteToby Keith,2005,55.0,Toby Keith
Ride,Ciara Featuring Ludacris,RideCiara Featuring Ludacris,2010,42.0,SoMo
Ride,Ciara Featuring Ludacris,RideCiara Featuring Ludacris,2010,42.0,Ciara
Ride,Ciara Featuring Ludacris,RideCiara Featuring Ludacris,2010,42.0,Martina McBride
Ride,Ciara Featuring Ludacris,RideCiara Featuring Ludacris,2010,42.0,Ace Hood
Ride,SoMo,RideSoMo,2014,76.0,SoMo
Ride,SoMo,RideSoMo,2014,76.0,Ciara
Ride,SoMo,RideSoMo,2014,76.0,Martina McBride
Ride,SoMo,RideSoMo,2014,76.0,Ace Hood
Ride,Martina McBride,RideMartina McBride,2009,82.0,SoMo
Ride,Martina McBride,RideMartina McBride,2009,82.0,Ciara
Ride,Martina McBride,RideMartina McBride,2009,82.0,Martina McBride
Ride,Martina McBride,RideMartina McBride,2009,82.0,Ace Hood
Ride,Ace Hood Featuring Trey Songz,RideAce Hood Featuring Trey Songz,2008,90.0,SoMo
Ride,Ace Hood Featuring Trey Songz,RideAce Hood Featuring Trey Songz,2008,90.0,Ciara
Ride,Ace Hood Featuring Trey Songz,RideAce Hood Featuring Trey Songz,2008,90.0,Martina McBride
Ride,Ace Hood Featuring Trey Songz,RideAce Hood Featuring Trey Songz,2008,90.0,Ace Hood
Bleed Red,Ronnie Dunn,Bleed RedRonnie Dunn,2011,62.0,Ronnie Dunn
Cleaning This Gun (Come On In Boy),Rodney Atkins,Cleaning This Gun (Come On In Boy)Rodney Atkins,2008,40.0,Rodney Atkins
Cleaning This Gun (Come On In Boy),Rodney Atkins,Cleaning This Gun (Come On In Boy)Rodney Atkins,2007,40.0,Rodney Atkins
Baby Be My Love Song,Easton Corbin,Baby Be My Love SongEaston Corbin,2015,56.0,Easton Corbin
Chicken Noodle Soup.,Webstar & Young B Featuring The Voice Of Harlem,Chicken Noodle Soup.Webstar & Young B Featuring The Voice Of Harlem,2006,45.0,Webstar
Chicken Noodle Soup.,Webstar & Young B Featuring The Voice Of Harlem,Chicken Noodle Soup.Webstar & Young B Featuring The Voice Of Harlem,2007,45.0,Webstar
Signs,Snoop Dogg Featuring Charlie Wilson & Justin Timberlake,SignsSnoop Dogg Featuring Charlie Wilson & Justin Timberlake,2005,46.0,Snoop Dogg
Signs,Snoop Dogg Featuring Charlie Wilson & Justin Timberlake,SignsSnoop Dogg Featuring Charlie Wilson & Justin Timberlake,2005,46.0,Tesla
Signs,Snoop Dogg Featuring Charlie Wilson & Justin Timberlake,SignsSnoop Dogg Featuring Charlie Wilson & Justin Timberlake,2005,46.0,Five Man Electrical Band
Teenage Love Affair,Alicia Keys,Teenage Love AffairAlicia Keys,2008,54.0,Alicia Keys
Teenage Love Affair,Alicia Keys,Teenage Love AffairAlicia Keys,2008,54.0,Rick Derringer
Boston,Augustana,BostonAugustana,2006,34.0,Augustana
Boston,Augustana,BostonAugustana,2007,34.0,Augustana
Roger That,Young Money,Roger ThatYoung Money,2010,56.0,Young Money
Clint Eastwood,Gorillaz,Clint EastwoodGorillaz,2001,57.0,Gorillaz
"Swing, Swing",The All-American Rejects,"Swing, SwingThe All-American Rejects",2003,60.0,The All-American Rejects
Take Me Home,Terror Squad,Take Me HomeTerror Squad,2004,62.0,Cash Cash
Take Me Home,Terror Squad,Take Me HomeTerror Squad,2004,62.0,Terror Squad
Take Me Home,Terror Squad,Take Me HomeTerror Squad,2004,62.0,Phil Collins
Take Me Home,Terror Squad,Take Me HomeTerror Squad,2004,62.0,Cher
Take Me Home,Terror Squad,Take Me HomeTerror Squad,2005,62.0,Cash Cash
Take Me Home,Terror Squad,Take Me HomeTerror Squad,2005,62.0,Terror Squad
Take Me Home,Terror Squad,Take Me HomeTerror Squad,2005,62.0,Phil Collins
Take Me Home,Terror Squad,Take Me HomeTerror Squad,2005,62.0,Cher
Take Me Home,Cash Cash Featuring Bebe Rexha,Take Me HomeCash Cash Featuring Bebe Rexha,2014,57.0,Cash Cash
Take Me Home,Cash Cash Featuring Bebe Rexha,Take Me HomeCash Cash Featuring Bebe Rexha,2014,57.0,Terror Squad
Take Me Home,Cash Cash Featuring Bebe Rexha,Take Me HomeCash Cash Featuring Bebe Rexha,2014,57.0,Phil Collins
Take Me Home,Cash Cash Featuring Bebe Rexha,Take Me HomeCash Cash Featuring Bebe Rexha,2014,57.0,Cher
American Idiot,Green Day,American IdiotGreen Day,2004,61.0,Green Day
American Idiot,Green Day,American IdiotGreen Day,2005,61.0,Green Day
Remember You,Wiz Khalifa Featuring The Weeknd,Remember YouWiz Khalifa Featuring The Weeknd,2013,63.0,Wiz Khalifa
Remember You,Wiz Khalifa Featuring The Weeknd,Remember YouWiz Khalifa Featuring The Weeknd,2012,63.0,Wiz Khalifa
Paralyzer,Finger Eleven,ParalyzerFinger Eleven,2007,6.0,Finger Eleven
